Station Number,Sample Type,Sample ID,Sample Date,Statutory Class,Attained Class,Report,Final Determination
S-722,MACROINVERTEBRATE,2619,9/23/2016,AA,Yes,View,A
S-722,MACROINVERTEBRATE,2639,9/20/2017,AA,Yes,,A
S-723,MACROINVERTEBRATE,1360,9/17/2003,AA,Yes,Report,A
S-723,MACROINVERTEBRATE,1304,9/13/2004,AA,Yes,,A
S-723,MACROINVERTEBRATE,1622,9/13/2005,AA,Yes,,A
S-723,MACROINVERTEBRATE,1759,9/26/2006,AA,Yes,,A
S-723,MACROINVERTEBRATE,1765,9/26/2007,AA,Yes,,A
S-723,MACROINVERTEBRATE,1982,9/25/2008,AA,Yes,View,A
S-723,MACROINVERTEBRATE,2006,9/15/2009,AA,Yes,View,A
S-723,MACROINVERTEBRATE,2075,9/24/2010,AA,Yes,View,A
S-723,MACROINVERTEBRATE,2165,9/21/2011,AA,Yes,View,A
S-723,MACROINVERTEBRATE,2239,9/25/2012,AA,Yes,View,A
S-723,MACROINVERTEBRATE,2320,9/27/2013,AA,Yes,View,A
S-723,MACROINVERTEBRATE,2427,9/24/2014,AA,Yes,View,A
S-723,MACROINVERTEBRATE,2529,9/16/2015,AA,Yes,View,A
S-723,MACROINVERTEBRATE,2620,9/23/2016,AA,Yes,View,A
S-723,MACROINVERTEBRATE,2641,9/20/2017,AA,Yes,,A
S-724,MACROINVERTEBRATE,1361,9/3/2003,B,Yes,Report,A
S-725,ALGAE,SA-725-2004,7/21/2004,--,--,Report,
S-725,ALGAE,SA-725-2004R (291),7/21/2004,A,Yes,,A
S-726,MACROINVERTEBRATE,1392,8/18/2004,B,Yes,Report,A
S-727,ALGAE,SA-727-2004,7/21/2004,--,--,Report,
S-727,ALGAE,SA-727-2004R (290),7/21/2004,B,No,,C
S-727,ALGAE,SA-727-2009,7/21/2009,--,--,,
S-727,ALGAE,SA-727-2009R (894),7/21/2009,B,No,,C
S-727,MACROINVERTEBRATE,1851,8/18/2009,B,Yes,View,A
S-728,ALGAE,SA-728-2014,7/9/2014,--,--,Report,
S-728,ALGAE,SA-728-2014 (1388),7/9/2014,--,--,,
S-728,ALGAE,SA-728-2014R (1388),7/9/2014,B,No,,C
S-728,MACROINVERTEBRATE,1389,8/18/2004,B,Yes,Report,A
S-728,MACROINVERTEBRATE,2268,8/18/2014,B,Yes,View,B
S-729,ALGAE,SA-729-2009,7/21/2009,--,--,Report,
S-729,ALGAE,SA-729-2009R (890),7/21/2009,B,No,,C
S-729,ALGAE,SA-729-2014,7/30/2014,--,--,,
S-729,ALGAE,SA-729-2014R (1413),7/30/2014,B,No,,NA
S-729,MACROINVERTEBRATE,1388,8/18/2004,B,Yes,Report,A
S-729,MACROINVERTEBRATE,1854,8/18/2009,B,Yes,View,A
S-730,ALGAE,SA-730-2004,7/28/2004,--,--,Report,
S-730,ALGAE,SA-730-2004R (307),7/28/2004,A,Yes,,A
S-730,ALGAE,SA-730-2009,7/22/2009,--,--,,
S-730,ALGAE,SA-730-2009R (903),7/22/2009,A,Yes,,A
S-730,MACROINVERTEBRATE,1101,8/29/2001,B,Yes,Report,A
S-730,MACROINVERTEBRATE,1864,8/19/2009,A,Yes,View,A
S-731,ALGAE,SA-731-2009,7/22/2009,--,--,Report,
S-731,ALGAE,SA-731-2009R (904),7/22/2009,B,Yes,,B
S-731,MACROINVERTEBRATE,1382,8/17/2004,B,Yes,Report,B
S-731,MACROINVERTEBRATE,1865,8/19/2009,B,Yes,View,A
S-732,ALGAE,SA-732-2004,7/28/2004,--,--,Report,
S-732,ALGAE,SA-732-2004R (308),7/28/2004,C,Yes,,C
S-732,MACROINVERTEBRATE,1384,8/17/2004,C,Yes,Report,B
S-733,ALGAE,SA-733-2004,7/28/2004,--,--,Report,
S-733,ALGAE,SA-733-2004R (305),7/28/2004,B,No,,C
S-733,ALGAE,SA-733-2009,7/23/2009,--,--,,
S-733,ALGAE,SA-733-2009R (906),7/23/2009,B,No,,C
S-733,MACROINVERTEBRATE,1381,8/17/2004,B,Yes,Report,A
S-733,MACROINVERTEBRATE,1871,8/20/2009,B,No,View,C
S-734,ALGAE,SA-734-2004,7/28/2004,--,--,Report,
S-734,ALGAE,SA-734-2004R (306),7/28/2004,A,No,,C
S-734,ALGAE,SA-734-2009,7/22/2009,--,--,,
S-734,ALGAE,SA-734-2009R (909),7/23/2009,A,No,,C
S-734,MACROINVERTEBRATE,815,9/16/1999,A,No,Report,C
S-734,MACROINVERTEBRATE,1375,8/16/2004,A,No,,C
S-734,MACROINVERTEBRATE,1840,8/17/2009,A,No,View,B
S-735,ALGAE,SA-735-2004,7/22/2004,--,--,Report,
S-735,ALGAE,SA-735-2004R (285),7/22/2004,A,Yes,,A
S-736,ALGAE,SA-736-2004,7/27/2004,--,--,Report,
S-736,ALGAE,SA-736-2004R (295),7/27/2004,A,Yes,,A
S-737,ALGAE,SA-737-2004,7/27/2004,--,--,Report,
S-737,ALGAE,SA-737-2004R (293),7/27/2004,AA,Yes,,A
S-737,MACROINVERTEBRATE,1588,8/24/2006,AA,Yes,Report,A
S-737,MACROINVERTEBRATE,2065,9/21/2011,AA,Yes,View,A
S-738,ALGAE,SA-738-2004,7/27/2004,--,--,Report,
S-738,ALGAE,SA-738-2004R (296),7/27/2004,--,--,,A
S-738,MACROINVERTEBRATE,1394,8/18/2004,B,Yes,Report,A
S-739,ALGAE,SA-739-2004,7/8/2004,--,--,Report,
S-739,ALGAE,SA-739-2004R (253),7/8/2004,C,Yes,,A
S-739,ALGAE,SA-739-2010,7/7/2010,--,--,,
S-739,ALGAE,SA-739-2010R (965),7/7/2010,C,Yes,,A
S-739,ALGAE,SA-739-2010R (966),7/7/2010,C,Yes,,A
S-739,ALGAE,SA-739-2015,7/20/2015,--,--,,
S-739,ALGAE,SA-739-2015R (1535),7/20/2015,C,Yes,,B
S-740,ALGAE,SA-740-2004,7/14/2004,--,--,Report,
S-740,ALGAE,SA-740-2004R (272),7/14/2004,AA,Yes,,A
S-740,ALGAE,SA-740-2005,7/20/2005,--,--,,
S-740,ALGAE,SA-740-2005R (431),7/20/2005,AA,Yes,,A
S-740,ALGAE,SA-740-2005VB2,8/17/2005,--,--,,
S-741,ALGAE,SA-741-2004,7/14/2004,--,--,Report,
S-741,ALGAE,SA-741-2004R (273),7/14/2004,AA,Yes,,A
S-741,ALGAE,SA-741-2005,7/20/2005,--,--,,
S-741,ALGAE,SA-741-2005R (432),7/20/2005,AA,Yes,,A
S-741,ALGAE,SA-741-2005VB2,8/17/2005,--,--,,
S-741,MACROINVERTEBRATE,1582,8/22/2006,AA,Yes,Report,A
S-742,ALGAE,SA-742-2004,7/19/2004,--,--,Report,
S-742,ALGAE,SA-742-2004R (279),7/19/2004,B,No,,C
S-742,ALGAE,SA-742-2009,7/22/2009,--,--,,
S-742,ALGAE,SA-742-2009R (911),7/22/2009,B,No,,C
S-742,MACROINVERTEBRATE,1379,8/16/2004,B,Indeterminate,Report,I
S-742,MACROINVERTEBRATE,1866,8/19/2009,B,No,View,NA
S-743,ALGAE,SA-743-2004,7/19/2004,--,--,Report,
S-743,ALGAE,SA-743-2004R (278),7/19/2004,B,Yes,,B
S-743,ALGAE,SA-743-2009,7/22/2009,--,--,,
S-743,ALGAE,SA-743-2009R (896),7/22/2009,B,No,,C
S-743,MACROINVERTEBRATE,1380,8/16/2004,B,No,Report,NA
S-743,MACROINVERTEBRATE,1855,8/19/2009,B,Yes,View,B
S-744,ALGAE,SA-744-2010,6/30/2010,--,--,Report,
S-744,ALGAE,SA-744-2010C (953),6/30/2010,--,--,,
S-744,ALGAE,SA-744-2010R (952),6/30/2010,B,Yes,,B
S-744,ALGAE,SA-744-2013,6/17/2013,--,--,,
S-744,ALGAE,SA-744-2013R (1320),6/17/2013,B,Yes,,B
S-744,MACROINVERTEBRATE,1369,8/11/2004,B,No,Report,C
S-745,MACROINVERTEBRATE,1368,8/11/2004,B,Yes,Report,B
S-746,MACROINVERTEBRATE,1370,8/12/2004,B,No,Report,NA
S-746,MACROINVERTEBRATE,2136,8/21/2012,B,No,View,C
S-746,MACROINVERTEBRATE,S-746 BACT_05292013,5/29/2013,--,--,,
S-746,MACROINVERTEBRATE,S-746 BACT_06132013,6/13/2013,--,--,,
S-746,MACROINVERTEBRATE,S-746 BACT_07082013,7/8/2013,--,--,,
S-746,MACROINVERTEBRATE,S-746 BACT_07252013,7/25/2013,--,--,,
S-746,MACROINVERTEBRATE,S-746 BACT_08082013,8/8/2013,--,--,,
S-746,MACROINVERTEBRATE,S-746 BACT_08212013,8/21/2013,--,--,,
S-747,ALGAE,SA-747-2015,7/9/2015,--,--,Report,
S-747,ALGAE,SA-747-2015R (1525),7/9/2015,B,No,,C
S-747,MACROINVERTEBRATE,1371,8/12/2004,B,No,Report,NA
S-747,MACROINVERTEBRATE,2375,8/18/2015,B,No,View,NA
S-748,MACROINVERTEBRATE,1372,8/12/2004,B,Yes,Report,A
S-748,MACROINVERTEBRATE,2376,8/18/2015,B,Yes,View,B
S-749,ALGAE,SA-749-2009,7/20/2009,--,--,Report,
S-749,ALGAE,SA-749-2009R (884),7/20/2009,B,No,,C
S-749,MACROINVERTEBRATE,1373,8/16/2004,B,Yes,Report,A
S-749,MACROINVERTEBRATE,1845,8/17/2009,B,Yes,View,A
S-750,ALGAE,SA-750-2004,7/21/2004,--,--,Report,
S-750,ALGAE,SA-750-2004R (289),7/21/2004,A,Yes,,A
S-751,MACROINVERTEBRATE,1395,8/23/2004,B,No,Report,NA
S-751,MACROINVERTEBRATE,1682,8/27/2007,B,No,View,NA
S-752,MACROINVERTEBRATE,1399,8/23/2004,C,No,Report,NA
S-752,MACROINVERTEBRATE,1932,8/16/2010,C,No,View,NA
S-752,MACROINVERTEBRATE,2398,8/27/2015,C,No,View,NA
S-752,MACROINVERTEBRATE,2706,7/9/2018,C,No,,NA
S-753,MACROINVERTEBRATE,1398,8/23/2004,C,No,Report,NA
S-753,MACROINVERTEBRATE,1925,8/13/2010,C,No,View,NA
S-753,MACROINVERTEBRATE,2705,8/7/2018,C,No,,NA
S-754,MACROINVERTEBRATE,1390,8/18/2004,A,Yes,Report,A
S-755,ALGAE,SA-755-2006,6/22/2006,--,--,Report,
S-755,ALGAE,SA-755-2006R (532),6/22/2006,A,No,,B
S-755,ALGAE,SA-755-2016,7/7/2016,--,--,,
S-755,ALGAE,SA-755-2016 (1631),7/7/2016,--,--,,
S-755,ALGAE,SA-755-2016R (1631),7/7/2016,--,--,,
S-755,MACROINVERTEBRATE,1404,8/24/2004,A,No,Report,B
S-755,MACROINVERTEBRATE,1317,8/8/2005,A,No,,B
S-755,MACROINVERTEBRATE,1545,8/8/2006,A,Yes,View,A
S-755,MACROINVERTEBRATE,1649,8/13/2007,A,Indeterminate,View,I
S-755,MACROINVERTEBRATE,2467,8/3/2016,A,No,View,B
S-755,MACROINVERTEBRATE,2553,8/2/2017,A,Yes,View,A
S-756,ALGAE,SA-756-2006,6/22/2006,--,--,Report,
S-756,ALGAE,SA-756-2006R (533),6/22/2006,A,No,,B
S-756,ALGAE,SA-756-2012,7/3/2012,--,--,,
S-756,ALGAE,SA-756-2012R (1145),7/3/2012,A,No,,B
S-756,ALGAE,SA-756-2016,7/7/2016,--,--,,
S-756,ALGAE,SA-756-2016 (1632),7/7/2016,--,--,,
S-756,ALGAE,SA-756-2016R (1632),7/7/2016,--,--,,
S-756,MACROINVERTEBRATE,1403,8/24/2004,A,Indeterminate,Report,I
S-756,MACROINVERTEBRATE,1318,8/8/2005,A,No,,B
S-756,MACROINVERTEBRATE,1544,8/8/2006,A,No,View,B
S-756,MACROINVERTEBRATE,1650,8/13/2007,A,No,View,B
S-756,MACROINVERTEBRATE,2125,8/22/2012,A,Yes,View,A
S-756,MACROINVERTEBRATE,2466,8/3/2016,A,No,View,B
S-756,MACROINVERTEBRATE,2552,8/2/2017,A,No,View,B
S-757,MACROINVERTEBRATE,1405,8/25/2004,B,No,Report,C
S-758,MACROINVERTEBRATE,1407,8/25/2004,B,Yes,Report,A
S-758,MACROINVERTEBRATE,2361,8/11/2015,B,Yes,View,B
S-759,ALGAE,SA-759-2015,6/25/2015,--,--,Report,
S-759,ALGAE,SA-759-2015R (1507),6/25/2015,B,No,,C
S-759,MACROINVERTEBRATE,1406,8/25/2004,B,Yes,Report,B
S-759,MACROINVERTEBRATE,2360,8/11/2015,B,Yes,View,B
S-760,MACROINVERTEBRATE,1415,9/30/2004,A,Yes,Report,A
S-761,MACROINVERTEBRATE,1416,9/30/2004,A,Yes,Report,A
S-762,MACROINVERTEBRATE,1414,9/27/2001,C,Indeterminate,Report,I
S-762,MACROINVERTEBRATE,2624,8/2/2017,C,Yes,View,B
S-763,MACROINVERTEBRATE,1413,8/15/2001,B,Yes,Report,A
S-764,MACROINVERTEBRATE,1424,10/20/2004,B,Yes,Report,A
S-765,ALGAE,SA-765-2017,7/19/2017,--,--,Report,
S-765,ALGAE,SA-765-2017 (1691),7/19/2017,--,--,,
S-765,ALGAE,SA-765-2017R (1691),7/19/2017,--,--,,
S-765,MACROINVERTEBRATE,1426,10/21/2004,A,Yes,Report,A
S-766,ALGAE,SA-766-2006,6/28/2006,--,--,Report,
S-766,ALGAE,SA-766-2006R (572),6/28/2006,A,Yes,,A
S-766,MACROINVERTEBRATE,1425,10/20/2004,A,Yes,Report,A
S-767,MACROINVERTEBRATE,1423,10/19/2004,B,Yes,Report,A
S-767,MACROINVERTEBRATE,2114,8/16/2012,B,Yes,View,A
S-768,ALGAE,SA-768-2007,7/2/2007,--,--,Report,
S-768,ALGAE,SA-768-2007R (691),7/2/2007,A,Yes,,A
S-768,ALGAE,SA-768-2012,7/26/2012,--,--,,
S-768,ALGAE,SA-768-2012 (1168),7/26/2012,--,--,,
S-768,ALGAE,SA-768-2012R (1168),7/26/2012,A,Yes,,A
S-768,ALGAE,SA-768-2017,7/20/2017,--,--,,
S-768,ALGAE,SA-768-2017 (1694),7/20/2017,--,--,,
S-768,ALGAE,SA-768-2017R (1694),7/20/2017,--,--,,
S-768,MACROINVERTEBRATE,1422,10/19/2004,A,Yes,Report,A
S-768,MACROINVERTEBRATE,1668,8/21/2007,A,Yes,View,A
S-768,MACROINVERTEBRATE,2118,8/20/2012,A,Yes,View,A
S-768,MACROINVERTEBRATE,2557,8/7/2017,A,Yes,View,A
S-769,ALGAE,SA-769-2007,6/27/2007,--,--,Report,
S-769,ALGAE,SA-769-2007R (688),6/27/2007,A,Yes,,A
S-769,ALGAE,SA-769-2012,7/24/2012,--,--,,
S-769,ALGAE,SA-769-2012 (1165),7/24/2012,--,--,,
S-769,ALGAE,SA-769-2012R (1165),7/24/2012,A,No,,B
S-769,ALGAE,SA-769-2017,7/24/2017,--,--,,
S-769,ALGAE,SA-769-2017 (1696),7/24/2017,--,--,,
S-769,ALGAE,SA-769-2017R (1696),7/24/2017,--,--,,
S-769,MACROINVERTEBRATE,1421,10/18/2004,A,Yes,Report,A
S-769,MACROINVERTEBRATE,1665,8/20/2007,A,Yes,View,A
S-769,MACROINVERTEBRATE,2120,8/21/2012,A,Yes,View,A
S-769,MACROINVERTEBRATE,2578,8/21/2017,A,Indeterminate,View,I
S-770,MACROINVERTEBRATE,1418,8/19/2004,A,Yes,Report,A
S-770,MACROINVERTEBRATE,1523,9/8/2005,A,Yes,,A
S-770,MACROINVERTEBRATE,1598,9/21/2006,A,Yes,,A
S-770,MACROINVERTEBRATE,1684,8/28/2007,A,Yes,View,A
S-770,MACROINVERTEBRATE,1812,9/18/2008,A,Yes,,A
S-770,MACROINVERTEBRATE,1899,9/10/2009,A,Yes,View,A
S-770,MACROINVERTEBRATE,2010,9/14/2010,A,Yes,View,A
S-770,MACROINVERTEBRATE,2079,9/11/2011,A,Yes,View,A
S-770,MACROINVERTEBRATE,2171,9/14/2012,A,Yes,View,A
S-770,MACROINVERTEBRATE,2246,9/12/2013,A,Yes,View,A
S-771,MACROINVERTEBRATE,1419,8/19/2004,A,Yes,Report,A
S-771,MACROINVERTEBRATE,1599,9/21/2006,A,Yes,,A
S-771,MACROINVERTEBRATE,1685,8/28/2007,A,Yes,View,A
S-771,MACROINVERTEBRATE,1813,9/18/2008,A,Yes,,A
S-771,MACROINVERTEBRATE,1900,9/10/2009,A,Yes,View,A
S-771,MACROINVERTEBRATE,2011,9/14/2010,A,Yes,View,A
S-771,MACROINVERTEBRATE,2080,9/11/2011,A,Yes,View,A
S-771,MACROINVERTEBRATE,2172,9/14/2012,A,Yes,View,A
S-771,MACROINVERTEBRATE,2247,9/12/2013,A,Yes,View,A
S-772,MACROINVERTEBRATE,1420,8/19/2004,A,Yes,Report,A
S-772,MACROINVERTEBRATE,1524,9/8/2005,A,Yes,,A
S-772,MACROINVERTEBRATE,1600,9/21/2006,A,Yes,,A
S-772,MACROINVERTEBRATE,1686,8/28/2007,A,Yes,View,A
S-772,MACROINVERTEBRATE,1814,9/18/2008,A,Yes,,A
S-772,MACROINVERTEBRATE,1901,9/10/2009,A,Yes,View,A
S-772,MACROINVERTEBRATE,2012,9/14/2010,A,Yes,View,A
S-772,MACROINVERTEBRATE,2081,9/11/2011,A,Yes,View,A
S-772,MACROINVERTEBRATE,2173,9/14/2012,A,Yes,View,A
S-772,MACROINVERTEBRATE,2248,9/12/2013,A,Yes,View,A
S-773,MACROINVERTEBRATE,1430,9/2/2004,AA,Yes,Report,A
S-774,MACROINVERTEBRATE,1491,9/8/2004,A,Yes,Report,A
S-775,MACROINVERTEBRATE,1492,9/8/2004,A,Yes,Report,A
S-776,MACROINVERTEBRATE,1493,9/8/2004,A,Indeterminate,Report,I
S-777,MACROINVERTEBRATE,1494,9/8/2004,A,Yes,Report,A
S-778,MACROINVERTEBRATE,1495,9/8/2004,A,Indeterminate,Report,I
S-779,ALGAE,SA-779-2002,7/11/2002,--,--,Report,
S-779,ALGAE,SA-779-2002E (525),7/11/2002,--,--,,
S-780,ALGAE,SA-780-2004,7/28/2004,--,--,Report,
S-780,ALGAE,SA-780-2004R (298),7/28/2004,A,Yes,,A
S-780,ALGAE,SA-780-2009,6/18/2009,--,--,,
S-780,MACROINVERTEBRATE,1823,8/24/2004,A,Yes,Report,A
S-781,MACROINVERTEBRATE,1310,8/19/2004,C,Yes,Report,B
S-781,MACROINVERTEBRATE,2230,8/15/2013,B,Yes,View,B
S-782,MACROINVERTEBRATE,1311,8/18/2004,C,Yes,Report,B
S-783,MACROINVERTEBRATE,1312,8/19/2004,C,Yes,Report,C
S-784,MACROINVERTEBRATE,1313,10/5/2004,C,Yes,Report,B
S-785,MACROINVERTEBRATE,833,9/14/1999,B,Yes,Report,B
S-785,MACROINVERTEBRATE,873,6/21/2000,B,Yes,,B
S-785,MACROINVERTEBRATE,921,9/8/2000,B,Yes,,A
S-785,MACROINVERTEBRATE,1059,8/28/2001,B,Yes,,A
S-785,MACROINVERTEBRATE,1185,9/4/2002,B,Yes,,B
S-785,MACROINVERTEBRATE,1680,8/24/2007,B,Yes,View,B
S-785,MACROINVERTEBRATE,1753,8/28/2008,B,Yes,View,A
S-786,ALGAE,SA-786-2005,7/7/2005,--,--,Report,
S-786,ALGAE,SA-786-2005R (411),7/7/2005,B,No,,NA
S-786,ALGAE,SA-786-2005VB2,8/11/2005,--,--,,
S-786,ALGAE,SA-786-2010,7/19/2010,--,--,,
S-786,ALGAE,SA-786-2010R (974),7/19/2010,B,No,,NA
S-786,ALGAE,SA-786-2010R (975),7/19/2010,B,No,,C
S-786,ALGAE,SA-786-2015,6/29/2015,--,--,,
S-786,ALGAE,SA-786-2015R (1508),6/29/2015,B,No,,C
S-786,MACROINVERTEBRATE,1327,8/15/2005,B,Yes,Report,B
S-787,ALGAE,SA-787-2005,7/6/2005,--,--,Report,
S-787,ALGAE,SA-787-2005R (405),7/6/2005,B,No,,NA
S-787,ALGAE,SA-787-2010,7/8/2010,--,--,,
S-787,ALGAE,SA-787-2010R (971),7/8/2010,B,No,,C
S-788,ALGAE,SA-788-2005,7/6/2005,--,--,Report,
S-788,ALGAE,SA-788-2005C (407),7/6/2005,--,--,,
S-788,ALGAE,SA-788-2005L (404),7/6/2005,--,--,,
S-788,ALGAE,SA-788-2005P (409),7/6/2005,--,--,,
S-788,MACROINVERTEBRATE,1323,8/9/2005,B,Yes,Report,B
S-789,ALGAE,SA-789-2005,7/6/2005,--,--,Report,
S-789,ALGAE,SA-789-2005C (403),7/6/2005,--,--,,
S-789,ALGAE,SA-789-2005L (408),7/6/2005,--,--,,
S-789,ALGAE,SA-789-2005P (406),7/6/2005,--,--,,
S-789,ALGAE,SA-789-2010,6/29/2010,--,--,,
S-789,ALGAE,SA-789-2010C (942),6/29/2010,--,--,,
S-789,ALGAE,SA-789-2010L (941),6/29/2010,--,--,,
S-790,ALGAE,SA-790-2005,7/5/2005,--,--,Report,
S-790,ALGAE,SA-790-2005C (399),7/5/2005,--,--,,
S-790,ALGAE,SA-790-2005P (400),7/5/2005,--,--,,
S-790,ALGAE,SA-790-2005R (401),7/5/2005,B,Yes,,B
S-790,ALGAE,SA-790-2009,7/28/2009,--,--,,
S-790,ALGAE,SA-790-2009R (918),7/28/2009,B,Yes,,B
S-790,ALGAE,SA-790-2017,6/20/2017,--,--,,
S-790,ALGAE,SA-790-2017 (1658),6/20/2017,--,--,,
S-790,ALGAE,SA-790-2017R (1658),6/20/2017,--,--,,
S-791,MACROINVERTEBRATE,1316,8/10/2005,B,Indeterminate,Report,I
S-791,MACROINVERTEBRATE,1873,8/26/2009,B,Yes,View,A
S-791,MACROINVERTEBRATE,2577,8/17/2017,B,Indeterminate,View,I
S-792,ALGAE,SA-792-2005,7/7/2005,--,--,Report,
S-792,ALGAE,SA-792-2005R (412),7/7/2005,B,Yes,,B
S-792,ALGAE,SA-792-2005VB2,8/11/2005,--,--,,
S-792,ALGAE,SA-792-2010,7/19/2010,--,--,,
S-792,ALGAE,SA-792-2010R (978),7/19/2010,B,Yes,,B
S-792,MACROINVERTEBRATE,1972,8/31/2010,B,Yes,View,A
S-793,ALGAE,SA-793-2005,7/13/2005,--,--,Report,
S-793,ALGAE,SA-793-2005P (421),7/13/2005,--,--,,
S-793,ALGAE,SA-793-2005R (422),7/13/2005,C,Yes,,C
S-793,ALGAE,SA-793-2010,6/23/2010,--,--,,
S-793,ALGAE,SA-793-2010R (934),6/23/2010,C,Yes,,A
S-794,MACROINVERTEBRATE,900,8/24/2000,B,Yes,Report,A
S-794,MACROINVERTEBRATE,1354,8/23/2005,B,Yes,,A
S-795,MACROINVERTEBRATE,1321,8/9/2005,C,No,Report,NA
S-795,MACROINVERTEBRATE,1927,8/13/2010,C,No,View,NA
S-796,MACROINVERTEBRATE,1348,8/22/2005,B,No,Report,C
S-796,MACROINVERTEBRATE,1971,8/30/2010,B,Indeterminate,View,I
S-797,ALGAE,SA-797-2010,7/19/2010,--,--,Report,
S-797,ALGAE,SA-797-2010R (973),7/19/2010,B,Yes,,A
S-797,ALGAE,SA-797-2015,6/29/2015,--,--,,
S-797,ALGAE,SA-797-2015R (1510),6/29/2015,B,Yes,,A
S-797,MACROINVERTEBRATE,1330,8/15/2005,B,No,Report,C
S-797,MACROINVERTEBRATE,1957,8/24/2010,B,No,View,C
S-797,MACROINVERTEBRATE,2390,8/24/2015,B,Yes,View,B
S-798,MACROINVERTEBRATE,1331,8/15/2005,B,Yes,Report,A
S-799,ALGAE,SA-799-2005,7/12/2005,--,--,Report,
S-799,ALGAE,SA-799-2005P (413),7/12/2005,--,--,,
S-799,ALGAE,SA-799-2005R (414),7/12/2005,B,No,,C
S-799,ALGAE,SA-799-2005VB2,8/11/2005,--,--,,
S-799,ALGAE,SA-799-2010,7/26/2010,--,--,,
S-799,ALGAE,SA-799-2010R (987),7/26/2010,B,Yes,,B
S-799,ALGAE,SA-799-2015,7/8/2015,--,--,,
S-799,ALGAE,SA-799-2015R (1522),7/8/2015,B,No,,C
S-799,MACROINVERTEBRATE,2358,8/11/2015,B,No,View,C
S-801,ALGAE,SA-801-2005,7/12/2005,--,--,Report,
S-801,ALGAE,SA-801-2005C (419),7/12/2005,--,--,,
S-801,ALGAE,SA-801-2005P (418),7/12/2005,--,--,,
S-802,MACROINVERTEBRATE,1502,9/1/2005,C,Yes,Report,B
S-803,MACROINVERTEBRATE,1513,9/24/2005,AA,Yes,Report,A
S-804,MACROINVERTEBRATE,1514,9/25/2005,A,Yes,Report,A
S-805,MACROINVERTEBRATE,1525,9/9/2005,A,Yes,Report,A
S-805,MACROINVERTEBRATE,1602,9/20/2006,A,Yes,,A
S-805,MACROINVERTEBRATE,1687,8/27/2007,A,Yes,View,A
S-805,MACROINVERTEBRATE,1815,9/17/2008,A,Yes,,A
S-805,MACROINVERTEBRATE,1898,9/10/2009,A,Yes,View,A
S-806,MACROINVERTEBRATE,1526,9/9/2005,A,Yes,Report,A
S-806,MACROINVERTEBRATE,1601,9/20/2006,A,Yes,,A
S-806,MACROINVERTEBRATE,1688,8/27/2007,A,Yes,View,A
S-806,MACROINVERTEBRATE,1816,9/17/2008,A,Yes,,A
S-806,MACROINVERTEBRATE,1894,9/10/2009,A,Yes,View,A
S-807,MACROINVERTEBRATE,1527,9/21/2005,A,Indeterminate,Report,I
S-807,MACROINVERTEBRATE,1603,9/22/2006,A,Yes,,A
S-807,MACROINVERTEBRATE,1689,9/21/2007,A,Yes,View,A
S-807,MACROINVERTEBRATE,1817,9/18/2008,A,Yes,,A
S-807,MACROINVERTEBRATE,1895,9/10/2009,A,Yes,View,A
S-807,MACROINVERTEBRATE,2013,9/13/2010,A,Yes,View,A
S-807,MACROINVERTEBRATE,2082,9/30/2011,A,Indeterminate,View,I
S-808,MACROINVERTEBRATE,1528,9/21/2005,A,Yes,Report,A
S-808,MACROINVERTEBRATE,1604,9/20/2006,A,Yes,,A
S-808,MACROINVERTEBRATE,1690,8/27/2007,A,No,View,B
S-808,MACROINVERTEBRATE,1691,9/21/2007,A,Yes,View,A
S-808,MACROINVERTEBRATE,1818,9/18/2008,A,No,,B
S-808,MACROINVERTEBRATE,1896,9/10/2009,A,Yes,View,A
S-808,MACROINVERTEBRATE,2014,9/13/2010,A,No,View,B
S-808,MACROINVERTEBRATE,2083,9/30/2011,A,Yes,View,A
S-808,MACROINVERTEBRATE,2174,9/14/2012,A,Yes,View,A
S-809,MACROINVERTEBRATE,1529,9/21/2005,A,Yes,Report,A
S-809,MACROINVERTEBRATE,1605,9/22/2006,A,Yes,,A
S-809,MACROINVERTEBRATE,1692,8/27/2007,A,Yes,View,A
S-809,MACROINVERTEBRATE,1693,9/21/2007,A,Yes,View,A
S-809,MACROINVERTEBRATE,1819,9/18/2008,A,No,,B
S-809,MACROINVERTEBRATE,1897,9/10/2009,A,No,View,B
S-809,MACROINVERTEBRATE,2015,9/13/2010,A,Yes,View,A
S-809,MACROINVERTEBRATE,2084,9/30/2011,A,Yes,View,A
S-810,MACROINVERTEBRATE,1522,9/7/2005,B,Yes,Report,A
S-811,MACROINVERTEBRATE,1512,9/7/2005,AA,Yes,View,A
S-811,MACROINVERTEBRATE,2302,9/3/2014,AA,Yes,View,A
S-811,MACROINVERTEBRATE,2515,9/8/2016,AA,Indeterminate,View,I
S-812,ALGAE,SA-812-2006,7/17/2006,--,--,Report,
S-812,ALGAE,SA-812-2006R (565),7/17/2006,AA,Yes,,A
S-812,MACROINVERTEBRATE,1590,8/24/2006,AA,Yes,Report,A
S-812,MACROINVERTEBRATE,1627,6/20/2007,--,--,,
S-813,ALGAE,SA-813-2016,7/25/2016,--,--,Report,
S-813,ALGAE,SA-813-2016R (1650),7/25/2016,--,--,,
S-813,MACROINVERTEBRATE,1546,8/8/2006,AA,Yes,View,A
S-813,MACROINVERTEBRATE,2038,8/15/2011,AA,Yes,View,A
